type,title,country,release_year,rating,duration
TV Show,Power Ranger...,United States,2002,G,1.557
TV Show,Power Ranger...,United States,1996,G,1.807
TV Show,Power Ranger...,United States,2013,G,1.626
Movie,Power Ranger...,United States,2013,G,25.157
Movie,Power Ranger...,United States,2013,G,24.634
TV Show,Strawberry S...,France,2015,G,2.103
Movie,To and From ...,United States,2006,R,82.054
Movie,God Bless th...,United States,2018,PG,112.198
TV Show,Iron Ladies...,Taiwan,2018,TV-14,1.144
Movie,Seeing Allre...,United States,2018,TV-14,97.207
Movie,The Ritual...,United Kingdom,2018,R,95.602
Movie,The Trader (...,Georgia,2018,PG,24.54
TV Show,Tientsin Mys...,China,2017,TV-14,1.708
Movie,When We Firs...,United States,2018,TV-14,97.487
Movie,Don't Knock ...,United Kingdom,2016,R,93.86
Movie,High Flying ...,United States,2019,R,91.521
Movie,Incredibles ...,United States,2018,PG,118.247
Movie,Kevin Hart's...,United States,2019,PG,63.152
TV Show,Nailed It! M...,United States,2019,PG,1.537
Movie,ReMastered: ...,United States,2019,R,74.124
Movie,The Tree of ...,Spain,2018,R,137.145
TV Show,Unauthorized...,Spain,2018,R,1.117
Movie,6 Days...,New Zealand,2017,R,94.234
Movie,Blinky Bill:...,Australia,2015,PG,91.662
Movie,Happy Times...,Mexico,2014,R,79.388
Movie,Jack and the...,France,2013,PG,93.045
TV Show,The Pyramid ...,Canada,2009,PG,1.417
Movie,Lez Bomb...,United States,2018,TV-14,90.317
TV Show,The Last of ...,Egypt,2017,R,1.425
Movie,Michael Bolt...,United States,2017,R,55.044
Movie,Di Renjie zh...,China,2018,R,132.414
Movie,The Confirma...,Canada,2016,PG-13,101.125
Movie,Fred Armisen...,,2018,PG,65.153
TV Show,Valor...,United States,2018,R,1.837
Movie,Welcome to W...,United States,2017,R,84.613
Movie,Woody Woodpe...,United States,2017,PG,91.345
Movie,Lila & Eve...,United States,2015,R,94.826
TV Show,Hidden World...,Egypt,2018,TV-14,1.699
TV Show,Live...,South Korea,2018,R,2.043
Movie,Ray Romano: ...,United States,2019,R,59.036
TV Show,Safe...,United Kingdom,2018,R,2.205
TV Show,Tayee...,Egypt,2018,R,1.933
TV Show,Violet Everg...,Japan,2018,TV-14,1.801
TV Show,OCTB...,Hong Kong,2017,TV-14,2.184
Movie,Princess Cyd...,United States,2017,R,97.913
Movie,The Cloverfi...,United States,2018,R,102.091
Movie,Thumper...,United States,2017,R,93.927
Movie,Naga The Ete...,Italy,2016,PG,73.999
Movie,Star Men...,Canada,2015,TV-14,88.716
Movie,The Lovers...,Belgium,2015,R,109.527
Movie,Hannibal Bur...,United States,2016,R,68.379
Movie,El último te...,United States,2012,R,105.058
Movie,The Charnel ...,United States,2016,R,94.018
Movie,French Dirty...,United States,2015,R,72.18
TV Show,Dinner for F...,United States,2007,R,1.875
TV Show,Romance is a...,South Korea,2019,TV-14,1.969
Movie,Daniel Sosa:...,Mexico,2017,R,78.327
Movie,Imperial Dre...,United States,2014,R,86.563
Movie,Billy Graham...,United States,2018,PG,67.214
Movie,Mine...,United States,2016,R,107.242
Movie,Quién te can...,Spain,2018,R,125.935
Movie,The Rebound...,United States,2016,R,77.813
Movie,Big Bear...,United States,2017,R,87.589
Movie,??? ???...,South Korea,2017,R,111.166
Movie,Be Here Now...,United States,2015,R,110.933
Movie,Mike Birbigl...,United States,2017,R,71.259
Movie,People You M...,United States,2016,R,108.747
Movie,A Second Cha...,Philippines,2015,TV-14,131.02
Movie,Beauty and t...,Philippines,2015,TV-14,120.1
Movie,Bride For Re...,Philippines,2014,G,110.135
Movie,Can't Help F...,Philippines,2017,TV-14,120.449
Movie,Evening Shad...,India,2018,TV-14,102.494
Movie,Four Sisters...,Philippines,2013,TV-14,125.361
Movie,"Girl, Boy, B...",Philippines,2013,TV-14,103.998
Movie,It Takes a M...,Philippines,2013,PG,127.511
Movie,My Ex & Whys...,Philippines,2017,TV-14,121.567
Movie,Rise: Ini Ka...,Malaysia,2018,PG,102.219
Movie,She's Dating...,Philippines,2014,PG,113.824
Movie,The Breakup ...,Philippines,2015,TV-14,118.034
Movie,The Mistress...,Philippines,2012,TV-14,133.153
Movie,The Only Mot...,Philippines,2008,PG,106.894
TV Show,Unsolved...,United States,2018,R,1.973
Movie,You Changed ...,Philippines,2009,PG,116.9
Movie,You're My Bo...,Philippines,2015,PG,117.775
Movie,Derren Brown...,United Kingdom,2018,R,70.152
Movie,Marlon Wayan...,United States,2018,R,68.172
Movie,Force 2...,India,2016,R,123.729
Movie,Ralphie May:...,United States,2015,R,83.287
Movie,Our Idiot Br...,United States,2011,R,90.513
Movie,Zach Galifia...,United States,2006,R,62.123
Movie,People You M...,United States,2017,R,92.104
Movie,The Heyday o...,United States,2017,R,96.692
Movie,The Rift: Th...,Serbia,2016,R,92.448
Movie,Winnie...,France,2017,TV-14,86.248
Movie,Jonas...,Brazil,2015,R,97.587
Movie,Crouching Ti...,China,2016,TV-14,101.71
Movie,The Look of ...,Denmark,2014,PG-13,103.145
Movie,Blue Ruin...,United States,2013,R,91.046
Movie,Dolphin Tale...,United States,2014,PG,108.23
Movie,Life of An O...,India,2018,TV-14,80.95
Movie,Veronica...,Spain,2017,R,106.07
TV Show,Dueños del p...,United States,2015,TV-14,1.175
Movie,Operações Es...,Brazil,2015,R,99.033
TV Show,Attack on Ti...,Japan,2013,R,2.183
Movie,Ghost Pain...,Japan,2013,R,58.497
Movie,Ghost Tears...,Japan,2014,R,59.009
Movie,Ghost Whispe...,Japan,2013,R,56.786
Movie,I Don't Feel...,United States,2017,R,97.274
TV Show,Legend Quest...,Mexico,2017,TV-14,2.127
TV Show,The Sound of...,South Korea,2016,TV-14,1.572
Movie,Marvel Super...,United States,2015,PG,75.058
Movie,The Photogra...,Spain,2018,R,110.431
TV Show,Best Lover...,,2016,TV-14,1.265
Movie,Mute...,United Kingdom,2018,R,127.646
TV Show,Seven Second...,United States,2018,R,1.343
TV Show,Timeline...,,2014,TV-14,1.418
TV Show,Ugly Delicio...,United States,2018,R,1.888
Movie,Kill Command...,United Kingdom,2016,R,100.836
Movie,The Lovers a...,United Kingdom,2016,TV-14,98.494
Movie,Bert Kreisch...,United States,2016,R,70.218
Movie,Firebrand...,India,2019,R,118.074
Movie,Paddleton...,United States,2019,R,89.647
Movie,Paris Is Us...,France,2019,R,84.102
Movie,Shonar Pahar...,India,2018,TV-14,131.22
Movie,The Prince...,United States,2014,R,92.043
Movie,The Unknown ...,United States,2013,PG-13,104.146
Movie,Trespass Aga...,United Kingdom,2016,R,101.08
TV Show,Hitler's Cir...,United Kingdom,2017,TV-14,1.34
TV Show,Ken Burns: T...,United States,1990,TV-14,2.11
TV Show,Ken Burns: T...,United States,2014,PG,1.136
Movie,Magnus...,Norway,2016,PG,75.026
TV Show,Prohibition:...,United States,2011,PG,2.161
Movie,Secrets of C...,United States,2013,PG,54.894
Movie,Secrets of H...,United States,2013,PG,55.226
Movie,Secrets of H...,United Kingdom,2014,PG,55.722
Movie,Secrets of H...,United States,2013,PG,54.978
Movie,Secrets of t...,United Kingdom,2013,PG,55.996
TV Show,The War: A F...,United States,2007,TV-14,2.222
Movie,The Drug Kin...,South Korea,2018,R,139.496
Movie,The Intent 2...,United Kingdom,2018,R,103.157
Movie,Forgotten...,South Korea,2017,R,109.619
Movie,Lincoln...,United States,2012,PG-13,150.039
Movie,The Bachelor...,United States,2017,TV-14,101.122
Movie,Trevor Noah:...,United States,2017,TV-14,68.013
Movie,Being Elmo: ...,United States,2011,PG,76.522
Movie,Kevin James:...,United States,2001,PG,42.849
Movie,Transformer...,Canada,2017,R,79.307
Movie,Bugs...,Netherlands,2016,G,73.397
Movie,The Breadwin...,Ireland,2017,PG-13,93.587
Movie,Mirzya...,India,2016,R,130.04
Movie,All Light Wi...,United States,2018,R,84.227
Movie,Await Furthe...,United Kingdom,2018,R,91.179
Movie,Manusangada...,India,2017,TV-14,93.409
TV Show,One Strange ...,United States,2018,PG,1.312
Movie,Viking Desti...,United Kingdom,2018,R,91.268
TV Show,Altered Carb...,United States,2018,R,1.886
TV Show,Coach Snoop...,United States,2018,R,1.199
Movie,Kavin Jay: E...,,2018,R,54.231
Movie,On Body and ...,Hungary,2017,R,116.349
Movie,The Bros...,South Korea,2017,TV-14,102.414
Movie,Trash Fire...,United States,2016,R,94.548
Movie,Postcards fr...,United Kingdom,2018,R,90.768
Movie,Spy Kids: Al...,United States,2011,PG,88.753
TV Show,The 2000s...,United States,2018,R,1.9
Movie,A Week in Wa...,United States,2017,TV-14,91.844
Movie,Dismissed...,United States,2017,TV-14,88.087
Movie,FullMetal Al...,Japan,2017,TV-14,134.638
Movie,Memoir of a ...,South Korea,2017,R,119.171
TV Show,????...,South Korea,2015,R,1.635
Movie,Boy Missing...,Spain,2016,R,105.611
Movie,Growing Up W...,United States,2016,G,78.75
Movie,Tini: The Ne...,Spain,2016,G,99.323
TV Show,Cooked...,United States,2016,PG,1.451
Movie,GANTZ:O...,Japan,2016,R,96.291
Movie,Abominable C...,United States,2012,TV-14,45.132
Movie,Dear Dracula...,United States,2012,G,44.063
Movie,Genius...,India,2018,TV-14,96.87
TV Show,The Returned...,France,2015,R,1.506
Movie,Blood Money...,United States,2017,R,85.977
TV Show,Brave Miss W...,United States,2013,TV-14,2.216
Movie,INDIA...,India,2014,R,95.71
Movie,Kill Ratio...,United States,2016,R,87.031
TV Show,Love for Ten...,South Korea,2013,TV-14,1.575
Movie,Madaari...,India,2016,TV-14,135.023
Movie,Rocky Handso...,India,2016,R,119.28
Movie,TE3N...,India,2016,TV-14,128.22
Movie,Black Sea...,United Kingdom,2015,R,114.724
Movie,Studio 54...,United States,2018,R,99.216
Movie,The Super...,United States,2017,R,89.339
Movie,Agustín Aris...,Argentina,2018,R,60.044
TV Show,Everything S...,United States,2018,TV-14,1.327
Movie,Irreplaceabl...,United States,2018,R,96.881
TV Show,Kon Kon Kon...,,2014,PG,1.488
Movie,Milk...,United States,2008,R,128.703
Movie,Operator...,United States,2016,R,91.667
Movie,Marvel's Iro...,United States,2013,PG,72.894
Movie,Alone in Ber...,United Kingdom,2016,R,103.216
Movie,Among Family...,Turkey,2017,TV-14,127.648
Movie,Anchor and H...,Spain,2017,R,113.852
Movie,Awe...,India,2018,R,112.171
Movie,Ayana...,India,2017,TV-14,112.207
Movie,Behind the C...,United States,2018,TV-14,96.304
Movie,Buddies...,Brazil,2012,R,103.86
Movie,Candyflip...,India,2017,R,104.578
Movie,Chameli...,India,2004,TV-14,103.241
Movie,Deadly Schol...,United States,2018,TV-14,86.117
Movie,Fatso...,India,2012,TV-14,98.013
TV Show,Hjørdis...,Denmark,2015,TV-14,2.168
TV Show,Larry Charle...,,2019,R,2.047
Movie,My Travel Bu...,Turkey,2017,TV-14,111.38
Movie,Neevevaro...,India,2018,TV-14,132.873
Movie,Never Heard...,United States,2018,TV-14,89.962
Movie,Outlawed...,United Kingdom,2018,R,103.226
Movie,Pyaar Ke Sid...,India,2006,TV-14,120.236
Movie,Sur: The Mel...,India,2002,TV-14,137.431
TV Show,The 43...,,2019,R,1.275
Movie,The Breaker ...,New Zealand,2018,R,82.377
Movie,The Detained...,United States,2017,R,85.365
TV Show,The Kirlian ...,Argentina,2017,TV-14,1.387
TV Show,The Umbrella...,United States,2019,TV-14,2.204
Movie,Ugly Aur Pag...,India,2008,TV-14,115.435
Movie,You're Every...,Turkey,2016,PG,108.115
Movie,Yucatán...,Spain,2018,R,130.178
Movie,Asura: The C...,South Korea,2016,R,133.242
Movie,Daagdi Chaaw...,India,2015,TV-14,118.142
Movie,Fakta Ladh M...,India,2011,TV-14,151.025
Movie,Matichya Chu...,India,2006,TV-14,132.23
Movie,Morya...,India,2011,TV-14,122.144
TV Show,Powder...,India,2010,TV-14,1.282
Movie,Premachi Gos...,India,2013,TV-14,128.08
TV Show,Re:Mind...,Japan,2017,R,1.402
Movie,Sakhi...,India,2007,PG,152.318
Movie,Sarivar Sari...,India,2005,TV-14,127.059
Movie,Solomon Kane...,Czech Republic,2009,R,104.24
Movie,Tukaram...,India,2012,PG,162.376
Movie,Zenda...,India,2009,TV-14,121.066
Movie,A Heavy Hear...,Germany,2015,R,109.906
Movie,"Aram, Aram...",United States,2015,TV-14,79.308
Movie,La Coppia de...,Italy,2016,R,88.157
TV Show,Nightmare Hi...,South Korea,2016,TV-14,1.886
Movie,Rush: Beyond...,Canada,2010,TV-14,108.041
TV Show,Spark...,South Korea,2016,TV-14,1.138
Movie,The Fury of ...,Spain,2016,R,92.969
Movie,The Memory o...,Chile,2015,R,89.03
Movie,Stop at Noth...,Australia,2014,R,100.254
TV Show,Dating Aroun...,,2019,R,1.162
Movie,Grass...,United States,2017,R,58.041
Movie,Ken Jeong: Y...,United States,2019,R,62.043
Movie,Chris Rock: ...,United States,2018,R,65.435
Movie,Love Per Squ...,India,2018,TV-14,133.768
TV Show,The Mortifie...,United States,2018,R,1.728
Movie,Girlfriend's...,United States,2017,R,71.24
Movie,Katherine Ry...,United Kingdom,2017,R,64.078
Movie,Me and the A...,Mexico,2016,R,84.104
TV Show,White Nights...,South Korea,2016,TV-14,1.675
Movie,Sister Code...,United States,2015,R,95.299
Movie,Merantau...,Indonesia,2009,R,113.074
Movie,Trophy...,United Kingdom,2017,R,110.67
Movie,Virunga: Gor...,United States,2015,R,29.138
Movie,Period. End ...,United States,2018,PG,26.015
Movie,Ten Years...,Hong Kong,2015,R,102.681
Movie,Clouds of Si...,France,2014,R,124.094
Movie,We the Anima...,United States,2018,R,93.113
Movie,Stronger Tha...,Brazil,2016,R,123.579
TV Show,Cyborg 009: ...,Japan,2017,TV-14,1.623
Movie,David Brent:...,United Kingdom,2016,R,97.485
Movie,Grillo vs Gr...,Italy,2017,R,96.198
Movie,Hitler - A C...,West Germany,1977,R,150.65
TV Show,Metallica: S...,United States,2014,R,1.355
Movie,14 Minutes f...,United States,2016,TV-14,84.119
Movie,About a Boy...,United Kingdom,2002,PG-13,101.967
TV Show,Always a Wit...,Colombia,2019,TV-14,2.046
TV Show,Beast Legend...,Canada,2010,PG,1.521
Movie,Billy Elliot...,United Kingdom,2000,R,110.516
TV Show,Camp X...,Canada,2014,R,1.228
Movie,Cats & Dogs:...,United States,2010,PG,82.218
Movie,Dear Ex...,Taiwan,2018,R,100.383
Movie,E-Cigarettes...,United Kingdom,2016,TV-14,52.96
Movie,Free Rein: V...,United States,2019,TV-14,51.958
Movie,Guilty...,India,2015,R,127.242
TV Show,Harold Shipm...,United Kingdom,2014,TV-14,1.221
Movie,Have You See...,Australia,2017,R,86.738
Movie,Heal...,United States,2017,PG,107.601
TV Show,Hunters of t...,United Kingdom,2015,TV-14,2.176
Movie,Lego DC Comi...,United States,2014,TV-14,22.36
TV Show,Lego Friends...,Denmark,2018,G,1.167
Movie,LEGO Marvel ...,United States,2018,G,22.603
Movie,LEGO Marvel ...,United States,2017,G,22.893
Movie,LEGO Ninjago...,Denmark,2016,G,44.228
TV Show,Lo que la ve...,Spain,2017,TV-14,1.436
Movie,Malicious...,United States,2018,R,91.71
TV Show,My Tattoo Ad...,United Kingdom,2013,R,1.009
Movie,Ninja Assass...,Germany,2009,R,99.612
TV Show,Operation Go...,United Kingdom,2016,TV-14,1.408
Movie,Personal Sho...,France,2016,R,105.48
TV Show,Russian Doll...,United States,2019,R,1.147
TV Show,Sparta...,Russia,2018,R,1.441
TV Show,Sword Art On...,Japan,2018,TV-14,1.418
TV Show,The Bible's ...,United Kingdom,2011,TV-14,2.068
TV Show,The Big Catc...,United Kingdom,2015,PG,1.341
TV Show,The Bomb Squ...,United Kingdom,2011,R,1.532
Movie,The Edge of ...,United States,2016,R,106.245
TV Show,The Story of...,United States,2017,TV-14,1.503
Movie,The Witch Fi...,United States,2018,TV-14,88.211
Movie,Truckbhar Sw...,India,2018,TV-14,128.903
Movie,True: Happy ...,,2019,G,24.877
Movie,Velvet Buzzs...,United States,2019,R,113.15
Movie,What Makes a...,United Kingdom,2017,TV-14,52.347
Movie,Why Are We G...,United Kingdom,2016,TV-14,50.657
TV Show,World's Busi...,United Kingdom,2017,PG,1.842
Movie,World's Weir...,,2015,PG,49.65
Movie,42 Grams...,United States,2017,R,81.003
Movie,Æon Flux...,United States,2005,PG-13,93.617
Movie,Before the F...,United States,2016,PG,97.371
Movie,Emo the Musi...,Australia,2016,PG-13,94.832
Movie,Gender Revol...,United States,2017,PG,91.067
Movie,How the Beat...,United States,2017,PG,111.052
Movie,Inxeba...,South Africa,2017,R,88.604
Movie,John Mellenc...,,2017,R,80.421
Movie,Liberated: T...,United States,2017,R,86.62
TV Show,Little Lunch...,Australia,2015,UNRATED,1.692
Movie,Master...,South Korea,2016,R,143.815
Movie,Mortified Na...,United States,2013,R,84.869
Movie,National Par...,United States,2016,G,42.054
Movie,Newness...,United States,2017,R,117.734
Movie,Paint It Bla...,United States,2016,R,96.582
TV Show,Revolting Rh...,United Kingdom,2017,PG,1.843
TV Show,The Code...,United Kingdom,2011,PG,2.199
Movie,Water & Powe...,United States,2017,PG,78.755
TV Show,Camelia la T...,Mexico,2014,TV-14,1.872
Movie,Chauthi Koot...,India,2015,TV-14,116.781
Movie,Dilwale...,India,2015,TV-14,155.165
Movie,Gun Runners...,Canada,2015,PG,90.257
Movie,Happy New Ye...,India,2014,TV-14,179.98
Movie,Haraamkhor...,India,2015,R,93.319
Movie,Heroes Wante...,Spain,2016,R,97.565
Movie,Highly Strun...,Australia,2015,TV-14,80.624
Movie,I Am Sun Mu...,China,2015,R,88.466
Movie,Indiscretion...,United States,2016,R,99.992
Movie,La Última Fi...,Argentina,2016,R,104.591
Movie,Maroon...,India,2016,R,94.427
TV Show,Mexico Diseñ...,United States,2016,PG,1.341
Movie,Paris Is Bur...,United States,1990,R,77.251
TV Show,Pioneers of ...,United States,1946,TV-14,1.045
Movie,The Hurt Bus...,United States,2016,PG-13,111.175
Movie,The Reconque...,Spain,2016,R,108.023
Movie,Zapped...,Canada,2014,G,92.413
TV Show,Masha's Tale...,,2012,G,2.245
TV Show,The Lizzie B...,United States,2015,TV-14,1.132
Movie,A Family Reu...,United States,2019,PG,30.18
Movie,It Comes at ...,United States,2017,R,93.191
Movie,Entanglement...,Canada,2018,R,85.719
TV Show,Captive...,United Kingdom,2016,R,1.284
TV Show,Four Seasons...,Spain,2016,R,1.003
Movie,Mariah Carey...,United States,2015,G,38.854
Movie,Spectral...,United States,2016,TV-14,109.122
TV Show,White Rabbit...,United States,2016,PG,1.937
Movie,Trailer Park...,Canada,2015,R,75.236
Movie,From Paris w...,France,2010,R,93.554
Movie,Saaho...,India,2019,R,172.007
Movie,Because of S...,Indonesia,2008,TV-14,75.658
Movie,The Art of t...,Canada,2013,R,91.026
Movie,The Dancer...,Indonesia,2011,R,105.464
Movie,The Gatherin...,Indonesia,2003,TV-14,125.136
Movie,What's Up Wi...,Indonesia,2002,R,110.075
Movie,Delhi Belly...,India,2011,R,102.748
Movie,Dhobi Ghat (...,India,2010,TV-14,102.648
Movie,El Camino Ch...,United States,2017,R,89.274
Movie,Jaal...,India,1986,R,162.708
Movie,Jaane Tu... ...,India,2008,PG,147.447
Movie,Lagaan...,India,2001,PG,225.156
Movie,Papa the Gre...,India,2000,PG,137.888
Movie,Peepli Live...,India,2010,TV-14,109.037
Movie,Shikari...,India,1991,TV-14,163.638
Movie,Taare Zameen...,India,2007,PG,163.21
Movie,The Oath...,Iceland,2016,R,105.043
Movie,Kickboxer: V...,United States,2016,R,90.744
TV Show,Miss in Kiss...,Taiwan,2016,TV-14,2.075
Movie,Other People...,United States,2016,R,97.863
TV Show,The Cuba Lib...,France,2015,TV-14,1.38
Movie,Imagine That...,United States,2009,PG,108.821
Movie,Nothing to L...,Brazil,2019,PG-13,97.271
Movie,5 Star Chris...,Italy,2018,TV-14,97.242
TV Show,Dogs of Berl...,Germany,2018,R,1.404
Movie,Dumplin'...,United States,2018,PG-13,110.977
Movie,Free Rein: T...,,2018,TV-14,58.181
Movie,Mowgli: Lege...,United Kingdom,2018,PG-13,105.551
TV Show,Pine Gap...,Australia,2018,R,1.839
Movie,ReMastered: ...,,2018,R,59.422
Movie,Super Monste...,,2018,G,28.535
Movie,The American...,United States,2018,R,99.236
